#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;;x
EVTNAME_ancrel_4001;New Wing;Nouvelle Aile;Neuer Seitenflügel;;New Wing;;;;;;;;;;x
EVTNAME_ancrel_4002;Luxor Temple Restored;Temple de Luxor Restauré;Luxor-Tempel restauriert;;Luxor Temple Restored;;;;;;;;;;x
EVTNAME_ancrel_4003;The Luxor Temple Restored!;Le Temple de Luxor est restauré !;Luxor-Tempel restauriert!;;The Luxor Temple Restored!;;;;;;;;;;x
EVTNAME_ancrel_4006;The Rise of Amun-ra;L'ascension d'Amon-ra;Der Aufstieg der Amun-ra;;The Rise of Amun-ra;;;;;;;;;;x
EVTNAME_ancrel_4007;Warriors of Death;Les Guerriers de la Mort;Todeskrieger;;Warriors of Death;;;;;;;;;;x
EVTNAME_ancrel_4008;The Horus Guard;La Garde d'Horus;Die Horus Garde;;The Horus Guard;;;;;;;;;;x
EVTOPTA_ancrel_4000;Make it the greatest temple there ever was!;Faites-en le plus grand temple jamais construit !;Mache es zum gößten Tempel der jemals existierte!;;Make it the greatest temple there ever was!;;;;;;;;;;x
EVTOPTA_ancrel_4001;Build a grand library.;Construisez une grande bibliothèque.;Baue eine große Bibliothek.;;Build a grand library.;;;;;;;;;;x
EVTOPTA_ancrel_4002;Excellent;Excellent;Exzellent;;Excellent;;;;;;;;;;x
EVTOPTA_ancrel_4003;Worrying...;Inquiétant...;Beunruhigend...;;Worrying...;;;;;;;;;;x
EVTOPTB_ancrel_4001;Build a shrine for fanatics.;Construire un sanctuaire pour les fanatiques.;Baue einen Schrein für Fanatiker.;;Build a shrine for fanatics.;;;;;;;;;;x
EVTOPTC_ancrel_4001;Build administrative offices.;Construire des bureaulx administratifs.;Baue ein Verwaltungsbüro.;;Build administrative offices.;;;;;;;;;;x
EVTOPTA_ancrel_4004;Tradition drives me to do it;La tradition me pousse à le faire;Tradition treibt mich dazu;;Tradition drives me to do it;;;;;;;;;;x
EVTOPTA_ancrel_4005;My pyramid will last for millennia!;Ma pyramide tiendra des millénaires !;Meine Pyramide wird für Jahrtausende andauern!;;My pyramid will last millenia!;;;;;;;;;;x
EVTOPTB_ancrel_4005;A fine sight, hopefully my pyramid will be even better;Une belle vue, j'espère que ma pyramide sera encor meilleure;Ein schöner Anblick, hoffentlich wird meine Pyramide sogar noch besser;;A fine sight, hopefully my pyramid will be even better;;;;;;;;;;x
EVTOPTC_ancrel_4005;I was wondering what happened to all my workers...;Je me demandais ce qui estoit advenu de tous mes ouvriers...;Ich wunderte mich was mit meinen ganzen Arbeitern passierte...;;I was wondering what happened to all my workers...;;;;;;;;;;x
EVTOPTA_ancrel_4006;Fantastic!;Fantastique !;Fantastisch!;;Fantastic!;;;;;;;;;;x
EVTOPTA_ancrel_4007;Worrisome...;Inquiétant...;Beunruhigend...;;Worrisome...;;;;;;;;;;x
EVTOPTA_ancrel_4008;Worrisome...;Inquiétant...;Beunruhigend...;;Worrisome...;;;;;;;;;;x
EVTOPTB_ancrel_4006;Unexpected...;Inattendu...;Unerwartet...;;Unexpected...;;;;;;;;;;x
