#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
emf_nwo.9.desc.king;For those rulers which already hold de jure kingdoms, should they remain the kings of their capital kingdoms?\n\nAs an example, the current King of France would remain the King of France (but not Aquitaine).;;Für die Herrscher, die bereits De-Jure Königreiche halten, sollen sie die Könige ihrer Hauptkönigreiche bleiben?\n\nAls Beispiel, der aktuelle König von Frankreich würde König von Frankreich bleiben aber nicht von Aquitanien.;;;;;;;;;;;x
emf_nwo.9.opt.a;Yes, but still prefer players over previous rulers;;Ja, aber bevorzuge immer noch Spieler über ehemalige Herrscher;;;;;;;;;;;x
emf_nwo.9.opt.b;Yes, even if this makes me a vassal;;Ja, selbst wenn mich das einen Vassal macht;;;;;;;;;;;x
emf_nwo.11.desc;Would you like to enable certain rapid conquest CBs for faster conglomeration of the New World Order? The special CBs stop being valid once rulers' realm's grow beyond a certain size/tier, so the world will naturally cool-down.;;Möchtest du einen bestimmten rasanten Eroberungs Kriegsgrund für eine schnellere Zusammenhäufung der Neuen Weltordnung aktivieren? Diese speziellen Kriegsgründe werden ungültig, sobald das Gebiet eines Herrschers über einen bestimmte Größe hinauswächst, so dass sich die Welt auf natürliche Weise beruhigt.;;;;;;;;;;;x
emf_nwo.13.desc;How would you like to handle the nomads on the map?;;Wie möchtest du die Nomaden auf der Karte behandeln?;;;;;;;;;;;x
emf_nwo.13.opt.a;Make every clan independent;;Mach jeden Klan unabhängig;;;;;;;;;;;x
emf_nwo.13.opt.b;Give only a single province to each clan;;Gib jedem Klan nur eine einzelne Provinz;;;;;;;;;;;x
emf_nwo.13.opt.c;Leave them be;;Lass Sie so wie sie sind;;;;;;;;;;;x
## CK2Plus ARR extension;;;;;;;;;;;;;;x
emf_nwo.101.desc;Would you like to use the default religions for the world (i.e., the configuration that's already in-place), or would you like to transform the map with Ancient Religions?;;Möchtest du die voreingestellten Religionen für die Welt nutzen(das heißt die aktuelle Einstellung) oder möchtest du die Karte mit antiken Religionen transformieren;;;;;;;;;;;x
emf_nwo.101.opt.a;Standard Religions;;Standard Religionen;;;;;;;;;;;x
emf_nwo.101.opt.a.hover_ctt;Don't mess with my game's religions, please!\n;;Bring bitte nicht die Religionen meines Spiels durcheinander!;;;;;;;;;;;x
emf_nwo.101.opt.b;Schismatic Christians;;aufgespaltene Christen;;;;;;;;;;;x
emf_nwo.101.opt.b.hover_ctt;Start with the Christians as if the Schism had already happened. (e.g., Catholic and Orthodox)!\n;;Starte mit den Christen als hätte die Kirchentrennung bereits stattgefunden. (z.B. Katholisch und Orthodox);;;;;;;;;;;x
emf_nwo.101.opt.c;Ancient Religions;;Antike Religionen;;;;;;;;;;;x
emf_nwo.101.opt.c.hover_ctt;Start with ancient religions dominating the map (e.g., Celtic or Kemetic)!\n;;Starte mit den Antiken Religionen, die die Karte dominieren (z.B. Keltisch oder Kemetismus)!\n;;;;;;;;;;;x
emf_nwo.103.desc;Would you like to generate up to 2 additional children\nfor appropriate rulers?;;Möchtest du 2 zusätzliche Kinder\nfor passende Herrscher generieren?;;;;;;;;;;;x
emf_nwo.103.opt.a;Yes;;Ja;;;;;;;;;;;x
emf_nwo.103.opt.b;No;;Nein;;;;;;;;;;;x
emf_nwo.103.opt.a.hover_ctt;Generate children for independent rulers older than 16\n;;Generiere Kinder für unabhängige Herrscher älter als 16\n;;;;;;;;;;;x
emf_nwo.103.opt.b.hover_ctt;Generate no additional children\n;;Generiere keine zusätzlichen Kinder;;;;;;;;;;;x
YES;Yes;;Ja;;;;;;;;;;;x
NO;No;;Nein;;;;;;;;;;;x
#### TITLES;;;;;;;;;;;;;;x
k_emf_lower_lorraine;Lothringen;;Lothringen;;;;;;;;;;;x
k_emf_lower_lorraine_adj;Lothringische;;Lothringisch;;;;;;;;;;;x
k_emf_saxony;Sachsen;Sachsen;Sachsen;;Sachsen;;;;;;;;;x
k_emf_saxony_adj;Sächsische;Sächsische;Sächsische;;Sächsische;;;;;;;;;x
k_emf_franconia;Franken;Franken;Franken;;Franken;;;;;;;;;x
k_emf_franconia_adj;Fränkische;Fränkische;Fränkische;;Fränkische;;;;;;;;;x
k_emf_bavaria;Baiern;Baiern;Baiern;;Baiern;;;;;;;;;x
k_emf_bavaria_adj;Bairische;Bairische;Bairische;;Bairische;;;;;;;;;x
k_emf_schwaben;Schwaben;Schwaben;Schwaben;;Schwaben;;;;;;;;;x
k_emf_schwaben_adj;Schwäbische;Schwäbische;Schwäbische;;Schwäbische;;;;;;;;;x
